name,position,nationality,age,height,weight,club,club_nationality,club-league
elder-torres,Midtfielder,honduras,24,-,-,cd-vida,honduras,1-division
carlos-mejia,Midtfielder,honduras,19,-,-,cd-vida,honduras,1-division
cesar-guillen,Midtfielder,honduras,19,-,-,cd-vida,honduras,1-division
akeem-garnet-roach,Midtfielder,tobago,23,-,-,cd-vida,honduras,1-division
miguel-flores,Midtfielder,honduras,33,-,-,cd-vida,honduras,1-division
luis-palma,Midtfielder,honduras,19,-,-,cd-vida,honduras,1-division
norberto-garcia,Midtfielder,honduras,25,-,-,cd-vida,honduras,1-division
denis-melendez,Midtfielder,honduras,25,-,-,cd-vida,honduras,1-division
josue-villafranca,Midtfielder,honduras,19,-,-,cd-vida,honduras,1-division
luis-melendez,Midtfielder,honduras,19,-,-,cd-vida,honduras,1-division
jairo-puerto,Attacker,honduras,30,168,,cd-vida,honduras,1-division
angel-rodriguez,Attacker,honduras,34,180,80,cd-vida,honduras,1-division
jesus-rivera,Attacker,mexico,27,176,,cd-vida,honduras,1-division
christian-alba,Attacker,uruguay,27,189,,cd-vida,honduras,1-division
jarol-smith,Attacker,honduras,26,-,-,cd-vida,honduras,1-division
walter-lapresti,Attacker,honduras,28,-,-,cd-vida,honduras,1-division
cholby-martinez,Attacker,honduras,31,-,-,cd-vida,honduras,1-division
exon-bengtson,Attacker,honduras,29,-,-,cd-vida,honduras,1-division
mario-guevara,Attacker,honduras,28,-,-,cd-vida,honduras,1-division
juan-bonilla,Attacker,honduras,25,-,-,cd-vida,honduras,1-division
carlos-bernardez,Attacker,honduras,26,-,-,cd-vida,honduras,1-division
ronaldo-barbosa,Attacker,honduras,26,-,-,cd-vida,honduras,1-division
marcelo-santos,Attacker,portugal,21,-,-,cd-vida,honduras,1-division
douglas-martinez,Attacker,portugal,21,-,-,cd-vida,honduras,1-division
foslyn-grant,Attacker,honduras,21,-,-,cd-vida,honduras,1-division
mariano-nicolas-lutzky,Attacker,argentina,33,-,-,cd-vida,honduras,1-division
marvin-bernardez,Attacker,honduras,24,-,-,cd-vida,honduras,1-division
wisdom-quaye,Attacker,honduras,21,169,,cd-vida,honduras,1-division
rafael-zuniga,Goalkeeper,honduras,29,-,-,platense-fc,honduras,1-division
edin-pacheco,Goalkeeper,honduras,27,-,-,platense-fc,honduras,1-division
luis-castro,Defender,colombia,34,-,-,platense-fc,honduras,1-division
johny-galdamez,Defender,honduras,39,-,-,platense-fc,honduras,1-division
brayan-figueroa,Defender,honduras,27,-,-,platense-fc,honduras,1-division
joshua-nieto,Defender,honduras,25,-,-,platense-fc,honduras,1-division
jorge-cardona,Defender,honduras,28,-,-,platense-fc,honduras,1-division
luis-palacios,Defender,honduras,31,-,-,platense-fc,honduras,1-division
isai-mejia,Defender,honduras,25,-,-,platense-fc,honduras,1-division
daniel-delgado,Defender,argentina,39,-,-,platense-fc,honduras,1-division
juan-bolanos,Defender,colombia,28,-,-,platense-fc,honduras,1-division
marcos-martinez,Defender,honduras,24,-,-,platense-fc,honduras,1-division
jeffri-flores,Defender,honduras,25,-,-,platense-fc,honduras,1-division
anthony-cervantes,Defender,honduras,21,-,-,platense-fc,honduras,1-division
marvin-sanchez,Midtfielder,honduras,33,173,63,platense-fc,honduras,1-division
bany-lozano,Midtfielder,honduras,37,-,-,platense-fc,honduras,1-division
irbing-guerrero,Midtfielder,honduras,35,-,-,platense-fc,honduras,1-division
alexander-aguilar,Midtfielder,honduras,32,-,-,platense-fc,honduras,1-division
grodbin-benitez,Midtfielder,honduras,27,-,-,platense-fc,honduras,1-division
rommel-corea,Midtfielder,honduras,27,-,-,platense-fc,honduras,1-division
ronald-garcia,Midtfielder,honduras,24,-,-,platense-fc,honduras,1-division
jean-carlo-maldonado,Midtfielder,honduras,26,-,-,platense-fc,honduras,1-division
brandon-payne,Midtfielder,honduras,25,-,-,platense-fc,honduras,1-division
dedimyr-rodriguez,Midtfielder,honduras,22,-,-,platense-fc,honduras,1-division
fredy-medina,Midtfielder,honduras,23,-,-,platense-fc,honduras,1-division
emiliano-forgione,Midtfielder,argentina,32,-,-,platense-fc,honduras,1-division
magdiel-canales,Midtfielder,honduras,28,-,-,platense-fc,honduras,1-division
christian-avila,Midtfielder,honduras,22,-,-,platense-fc,honduras,1-division
aldo-fajardo,Midtfielder,honduras,22,-,-,platense-fc,honduras,1-division
ilce-barahona,Midtfielder,honduras,21,-,-,platense-fc,honduras,1-division
julio-moncada,Midtfielder,honduras,25,-,-,platense-fc,honduras,1-division
elder-ramos,Midtfielder,honduras,23,-,-,platense-fc,honduras,1-division
brunet-hay,Attacker,panama,35,192,82,platense-fc,honduras,1-division
roby-norales,Attacker,honduras,28,-,-,platense-fc,honduras,1-division
john-beaumont,Attacker,honduras,32,-,-,platense-fc,honduras,1-division
jose-casildo,Attacker,honduras,28,-,-,platense-fc,honduras,1-division
nahun-solis,Attacker,honduras,30,-,-,platense-fc,honduras,1-division
marcos-olivera,Attacker,honduras,30,-,-,platense-fc,honduras,1-division
diego-reyes,Attacker,honduras,29,-,-,platense-fc,honduras,1-division
rundell-winchester,Attacker,tobago,25,-,-,platense-fc,honduras,1-division
robert-campaz,Attacker,colombia,27,-,-,platense-fc,honduras,1-division
jeancarlo-vargas,Attacker,honduras,21,-,-,platense-fc,honduras,1-division
oscar-medina,Attacker,honduras,25,-,-,platense-fc,honduras,1-division
bruno-volpi,Attacker,argentina,26,-,-,platense-fc,honduras,1-division
angel-velasquez,Attacker,honduras,26,-,-,platense-fc,honduras,1-division
winston-mezu,Attacker,colombia,26,-,-,platense-fc,honduras,1-division
justin-perez,Goalkeeper,usa,27,-,-,honduras-progreso,honduras,1-division
woodrow-west,Goalkeeper,belize,34,-,-,honduras-progreso,honduras,1-division
kelvin-roberto-castillo,Goalkeeper,honduras,34,-,-,honduras-progreso,honduras,1-division
andre-etienne,Defender,honduras,29,-,-,honduras-progreso,honduras,1-division
luis-alvarado,Defender,honduras,31,-,-,honduras-progreso,honduras,1-division
dederick-raimundo-calix,Defender,honduras,35,-,-,honduras-progreso,honduras,1-division
luis-gonzalez,Defender,colombia,27,-,-,honduras-progreso,honduras,1-division
kenneth-hernandez,Defender,honduras,22,-,-,honduras-progreso,honduras,1-division
yeer-gutierrez,Defender,honduras,27,-,-,honduras-progreso,honduras,1-division
johny-rivera,Defender,honduras,27,-,-,honduras-progreso,honduras,1-division
jose-alexanderr-garcia,Defender,honduras,29,-,-,honduras-progreso,honduras,1-division
dylan-andrade,Defender,honduras,21,-,-,honduras-progreso,honduras,1-division
mario-chavez,Defender,honduras,30,-,-,honduras-progreso,honduras,1-division
pastor-martinez,Defender,honduras,32,-,-,honduras-progreso,honduras,1-division
gerson-rodas,Defender,honduras,29,-,-,honduras-progreso,honduras,1-division
roy-smith-lewis,Defender,costa-rica,29,-,-,honduras-progreso,honduras,1-division
erick-pena,Midtfielder,honduras,23,-,-,honduras-progreso,honduras,1-division
cristopher-anariba,Midtfielder,honduras,28,-,-,honduras-progreso,honduras,1-division
franklin-morales,Midtfielder,honduras,31,-,-,honduras-progreso,honduras,1-division
jorge-cardona,Midtfielder,honduras,33,-,-,honduras-progreso,honduras,1-division
jerrel-britto,Midtfielder,tobago,27,179,80,honduras-progreso,honduras,1-division
david-mendoza,Midtfielder,honduras,27,-,-,honduras-progreso,honduras,1-division
oscar-almendarez,Midtfielder,honduras,27,-,-,honduras-progreso,honduras,1-division
milton-castro,Midtfielder,honduras,27,-,-,honduras-progreso,honduras,1-division
walter-ramos,Midtfielder,honduras,28,-,-,honduras-progreso,honduras,1-division
kevin-caminos,Midtfielder,honduras,22,-,-,honduras-progreso,honduras,1-division
clinton-arzu,Midtfielder,honduras,22,-,-,honduras-progreso,honduras,1-division
gemmy-garcia,Midtfielder,honduras,25,-,-,honduras-progreso,honduras,1-division
christian-bonilla,Midtfielder,honduras,27,-,-,honduras-progreso,honduras,1-division
diego-rosendo-rosales,Midtfielder,honduras,27,-,-,honduras-progreso,honduras,1-division
juan-angel-delgado,Midtfielder,honduras,27,-,-,honduras-progreso,honduras,1-division
edder-delgado,Midtfielder,honduras,33,175,70,honduras-progreso,honduras,1-division
mariano-eli-acevedo,Midtfielder,honduras,36,168,72,honduras-progreso,honduras,1-division
darwin-bermudez,Midtfielder,honduras,36,168,72,honduras-progreso,honduras,1-division
johnny-gomez,Midtfielder,honduras,36,168,72,honduras-progreso,honduras,1-division
pedro-mencia,Attacker,honduras,36,168,72,honduras-progreso,honduras,1-division
roman-valencia,Attacker,honduras,24,-,-,honduras-progreso,honduras,1-division
pedro-pablo-mencia,Attacker,honduras,24,-,-,honduras-progreso,honduras,1-division
marlon-ramirez,Attacker,honduras,25,-,-,honduras-progreso,honduras,1-division
edwin-leon,Attacker,honduras,27,-,-,honduras-progreso,honduras,1-division
darvis-argueta,Attacker,honduras,23,-,-,honduras-progreso,honduras,1-division
henry-josue-martinez,Attacker,honduras,31,-,-,honduras-progreso,honduras,1-division
luis-lopez,Goalkeeper,honduras,26,182,75,real-espana,honduras,1-division
kevin-hernandez,Goalkeeper,honduras,33,180,76,real-espana,honduras,1-division
johnny-leveron,Defender,honduras,29,180,74,real-espana,honduras,1-division
jose-francisco-arevalo,Defender,honduras,36,182,86,real-espana,honduras,1-division
odis-borjas,Defender,honduras,32,-,-,real-espana,honduras,1-division
osman-chavez,Defender,honduras,35,188,81,real-espana,honduras,1-division
oscar-fortin,Defender,honduras,39,-,-,real-espana,honduras,1-division
david-velasquez,Defender,honduras,29,183,78,real-espana,honduras,1-division
jefry-flores,Defender,honduras,29,183,78,real-espana,honduras,1-division
jose-tobias,Defender,honduras,27,-,-,real-espana,honduras,1-division
allans-vargas-murillo,Defender,honduras,26,-,-,real-espana,honduras,1-division
brayan-garcia,Defender,honduras,26,-,-,real-espana,honduras,1-division
bayron-garcia,Defender,honduras,26,-,-,real-espana,honduras,1-division
elison-rivas,Defender,honduras,20,-,-,real-espana,honduras,1-division
franklin-flores,Defender,honduras,23,-,-,real-espana,honduras,1-division
dilmer-martinez,Defender,honduras,20,-,-,real-espana,honduras,1-division
jorge-claros,Midtfielder,honduras,33,176,67,real-espana,honduras,1-division
cesar-oseguera,Midtfielder,honduras,29,-,-,real-espana,honduras,1-division
heyreel-saravia,Midtfielder,costa-rica,27,-,-,real-espana,honduras,1-division
jhow-benavidez,Midtfielder,honduras,23,-,-,real-espana,honduras,1-division
ivan-lopez,Midtfielder,honduras,29,-,-,real-espana,honduras,1-division
devron-garcia,Midtfielder,honduras,23,-,-,real-espana,honduras,1-division
jamal-charles,Midtfielder,grenada,23,-,-,real-espana,honduras,1-division
rudy-melendez,Midtfielder,honduras,24,-,-,real-espana,honduras,1-division
henry-edgardo-acosta,Midtfielder,honduras,35,-,-,real-espana,honduras,1-division
selvin-guevara,Midtfielder,honduras,20,-,-,real-espana,honduras,1-division
ramiro-bruschi,Attacker,uruguay,38,-,-,real-espana,honduras,1-division
claudio-cardozo,Attacker,uruguay,36,-,-,real-espana,honduras,1-division
diego-rodriguez,Attacker,honduras,26,-,-,real-espana,honduras,1-division
maximiliano-callorda-lafont,Attacker,uruguay,29,184,84,real-espana,honduras,1-division
rony-martinez,Attacker,honduras,32,171,75,real-espana,honduras,1-division
darixon-eniel-vuelto,Attacker,honduras,21,-,-,real-espana,honduras,1-division
cristhian-gutierrez,Attacker,uruguay,27,-,-,real-espana,honduras,1-division
getsel-montes,Attacker,honduras,23,-,-,real-espana,honduras,1-division
darwin-arita,Attacker,honduras,23,-,-,real-espana,honduras,1-division
patrick-palacios,Attacker,honduras,19,-,-,real-espana,honduras,1-division
ronaldo-dinolis,Attacker,panama,25,170,66,real-espana,honduras,1-division
maikel-garcia,Attacker,honduras,20,-,-,real-espana,honduras,1-division
junior-morales,Goalkeeper,honduras,41,-,-,cd-marathon,honduras,1-division
denovan-torres,Goalkeeper,honduras,30,-,-,cd-marathon,honduras,1-division
john-bodden,Goalkeeper,honduras,38,-,-,cd-marathon,honduras,1-division
roy-posas,Defender,honduras,35,-,-,cd-marathon,honduras,1-division
astor-henriquez,Defender,honduras,36,-,-,cd-marathon,honduras,1-division
daniel-tejeda,Defender,honduras,33,-,-,cd-marathon,honduras,1-division
bryan-johnson,Defender,honduras,30,-,-,cd-marathon,honduras,1-division
caue-silveira,Defender,brasilien,31,184,84,cd-marathon,honduras,1-division
jhonny-barrios,Defender,honduras,35,-,-,cd-marathon,honduras,1-division
esteban-espindola,Defender,argentina,27,-,-,cd-marathon,honduras,1-division
axel-guzman,Defender,honduras,27,-,-,cd-marathon,honduras,1-division
azmahar-ariano,Defender,panama,28,180,75,cd-marathon,honduras,1-division
emil-martinez,Midtfielder,honduras,37,171,70,cd-marathon,honduras,1-division
mario-martinez,Midtfielder,honduras,30,173,70,cd-marathon,honduras,1-division
melvin-valladares,Midtfielder,honduras,35,180,79,cd-marathon,honduras,1-division
carlos-israel-discua,Midtfielder,honduras,35,-,-,cd-marathon,honduras,1-division
eder-munive,Midtfielder,colombia,30,186,83,cd-marathon,honduras,1-division
luis-manuel-berrios,Midtfielder,honduras,27,-,-,cd-marathon,honduras,1-division
mario-berrios,Midtfielder,honduras,37,-,-,cd-marathon,honduras,1-division
wilmer-daniel-fuentes,Midtfielder,honduras,27,170,70,cd-marathon,honduras,1-division
julian-mauricio-rapalo,Midtfielder,honduras,33,-,-,cd-marathon,honduras,1-division
oscar-duron,Midtfielder,honduras,30,-,-,cd-marathon,honduras,1-division
romario-pinto,Midtfielder,brasilien,31,171,70,cd-marathon,honduras,1-division
kevin-espinoza,Midtfielder,honduras,26,-,-,cd-marathon,honduras,1-division
kevin-johnson,Midtfielder,honduras,24,-,-,cd-marathon,honduras,1-division
john-suazo,Midtfielder,honduras,24,-,-,cd-marathon,honduras,1-division
allan-banegas,Midtfielder,honduras,26,-,-,cd-marathon,honduras,1-division
frelys-lopez,Midtfielder,honduras,26,-,-,cd-marathon,honduras,1-division
henry-romero,Midtfielder,honduras,23,-,-,cd-marathon,honduras,1-division
kervin-arriaga,Midtfielder,honduras,21,-,-,cd-marathon,honduras,1-division
bryan-barrios,Midtfielder,honduras,25,-,-,cd-marathon,honduras,1-division
carlos-rochez,Midtfielder,honduras,24,-,-,cd-marathon,honduras,1-division
edwin-solani,Midtfielder,honduras,23,-,-,cd-marathon,honduras,1-division
mayron-ariel-flores,Midtfielder,honduras,23,-,-,cd-marathon,honduras,1-division
carlos-costly,Attacker,honduras,37,190,84,cd-marathon,honduras,1-division
yaudel-lahera,Attacker,cuba,27,-,-,cd-marathon,honduras,1-division
brayan-martinez,Attacker,honduras,26,-,-,cd-marathon,honduras,1-division
brian-carbajal,Attacker,honduras,24,-,-,cd-marathon,honduras,1-division
juan-rodriguez,Attacker,honduras,31,-,-,cd-marathon,honduras,1-division
justin-arboleda,Attacker,colombia,28,191,87,cd-marathon,honduras,1-division
victor-berrios,Attacker,honduras,22,-,-,cd-marathon,honduras,1-division
yerson-gutierrez,Attacker,colombia,25,-,-,cd-marathon,honduras,1-division
jeffry-miranda,Attacker,honduras,17,-,-,cd-marathon,honduras,1-division
marlon-javier-licona-lopez,Goalkeeper,honduras,28,-,-,cd-motagua,honduras,1-division
harold-fonseca,Goalkeeper,honduras,27,-,-,cd-motagua,honduras,1-division
jonathan-rougier,Goalkeeper,argentina,32,-,-,cd-motagua,honduras,1-division
emilio-izaguirre,Defender,honduras,33,177,77,cd-motagua,honduras,1-division
wilmer-crisanto-casildo,Defender,honduras,30,-,-,cd-motagua,honduras,1-division
juan-pablo-montes,Defender,honduras,33,191,75,cd-motagua,honduras,1-division
omar-elvir,Defender,honduras,30,-,-,cd-motagua,honduras,1-division
felix-crisanto,Defender,honduras,29,-,-,cd-motagua,honduras,1-division
ramon-amador,Defender,honduras,25,-,-,cd-motagua,honduras,1-division
carlos-sanchez,Defender,honduras,29,-,-,cd-motagua,honduras,1-division
marcelo-pereira,Defender,honduras,24,-,-,cd-motagua,honduras,1-division
denil-maldonado,Defender,honduras,21,-,-,cd-motagua,honduras,1-division
jose-garcia,Defender,honduras,28,-,-,cd-motagua,honduras,1-division
cristopher-melendez,Defender,honduras,21,-,-,cd-motagua,honduras,1-division
david-molina,Defender,honduras,31,178,76,cd-motagua,honduras,1-division
walter-martinez,Midtfielder,honduras,28,-,-,cd-motagua,honduras,1-division
richard-mccallum,Goalkeeper,jamaica,35,-,-,waterhouse-fc,jamaica,1-division
oshane-roberts,Defender,jamaica,35,-,-,waterhouse-fc,jamaica,1-division
nathaniel-horace-leslie,Defender,jamaica,23,-,-,waterhouse-fc,jamaica,1-division
weston-wesley-forrest,Attacker,jamaica,36,-,-,waterhouse-fc,jamaica,1-division
nicholay-finlayson,Midtfielder,jamaica,33,-,-,waterhouse-fc,jamaica,1-division
kelso-cousins,Goalkeeper,jamaica,33,-,-,waterhouse-fc,jamaica,1-division
vincent-earle,Defender,jamaica,34,-,-,waterhouse-fc,jamaica,1-division
damarley-theo-samuels,Midtfielder,jamaica,30,-,-,waterhouse-fc,jamaica,1-division
juvaune-vincent-benjamin,Attacker,jamaica,27,-,-,waterhouse-fc,jamaica,1-division
steve-brodrick,Midtfielder,jamaica,27,-,-,waterhouse-fc,jamaica,1-division
ryan-swire,Midtfielder,jamaica,27,-,-,waterhouse-fc,jamaica,1-division
rohan-amos,Defender,jamaica,41,-,-,waterhouse-fc,jamaica,1-division
evan-taylor,Midtfielder,jamaica,30,-,-,waterhouse-fc,jamaica,1-division
colorado-murray,Attacker,jamaica,24,-,-,waterhouse-fc,jamaica,1-division
kemar-brown,Defender,jamaica,24,-,-,waterhouse-fc,jamaica,1-division
damion-binns,Defender,jamaica,28,-,-,waterhouse-fc,jamaica,1-division
omar-walcott,Defender,jamaica,28,-,-,waterhouse-fc,jamaica,1-division
nicko-williams,Defender,grenada,30,-,-,waterhouse-fc,jamaica,1-division
romario-campbell,Midtfielder,jamaica,30,-,-,waterhouse-fc,jamaica,1-division
andre-fletcher,Midtfielder,jamaica,20,-,-,waterhouse-fc,jamaica,1-division
adoah-nickle,Attacker,jamaica,28,-,-,waterhouse-fc,jamaica,1-division
tremaine-stewart,Attacker,jamaica,31,172,69,waterhouse-fc,jamaica,1-division
nahuel-guzman,Goalkeeper,argentina,33,192,90,tigres,mexico,liga-mx
carlos-salcedo,Defender,mexico,26,189,83,tigres,mexico,liga-mx
hugo-ayala-castro,Defender,mexico,32,188,82,tigres,mexico,liga-mx
rafael-carioca,Midtfielder,brasilien,30,179,72,tigres,mexico,liga-mx
jorge-torres-nilo,Defender,mexico,31,176,69,tigres,mexico,liga-mx
lucas-manuel-zelarayan,Midtfielder,argentina,27,172,73,tigres,mexico,liga-mx
eduardo-vargas,Attacker,chile,30,176,76,tigres,mexico,liga-mx
andre-pierre-gignac,Attacker,frankrig,33,187,84,tigres,mexico,liga-mx
enner-valencia,Attacker,ecuador,30,174,74,tigres,mexico,liga-mx
juan-sanchez,Defender,mexico,21,180,77,tigres,mexico,liga-mx
